Index,ts,id.orig_p,id.resp_p,duration,orig_bytes,resp_bytes,local_orig,local_resp,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
51,1526756471.069639,38813,59353,2.996469,0,0,0,0,0,3,180,0,0,1
52,1526756478.076001,38813,59353,0,0,0,0,0,0,1,60,0,0,1
53,1526756482.080781,38814,59353,2.995284,0,0,0,0,0,3,180,0,0,1
54,1526756489,38814,59353,0,0,0,0,0,0,1,60,0,0,1
55,1526756493.091715,38815,59353,2.994395,0,0,0,0,0,3,180,0,0,1
56,1526756440.959207,123,123,0.013094,48,48,0,0,0,1,76,1,76,0
57,1526756500.096106,38815,59353,0,0,0,0,0,0,1,60,0,0,1
58,1526756504.102736,38816,59353,2.993343,0,0,0,0,0,3,180,0,0,1
59,1526756511.106177,38816,59353,0,0,0,0,0,0,1,60,0,0,1
60,1526756515.106867,38817,59353,2.999298,0,0,0,0,0,3,180,0,0,1
61,1526756522.116217,38817,59353,0,0,0,0,0,0,1,60,0,0,1
62,1526756526.117992,38818,59353,2.998251,0,0,0,0,0,3,180,0,0,1
63,1526756474.959318,123,123,0.015365,48,48,0,0,0,1,76,1,76,0
64,1526756475.959432,123,123,0.00987,48,48,0,0,0,1,76,1,76,0
65,1526756477.959385,123,123,0.02243,48,48,0,0,0,1,76,1,76,0
66,1526756533.126204,38818,59353,0,0,0,0,0,0,1,60,0,0,1
67,1526756537.129033,38819,59353,2.997321,0,0,0,0,0,3,180,0,0,1
68,1526756544.136259,38819,59353,0,0,0,0,0,0,1,60,0,0,1
69,1526756548.137022,38820,59353,2.999265,0,0,0,0,0,3,180,0,0,1
70,1526756555.146294,38820,59353,0,0,0,0,0,0,1,60,0,0,1
71,1526756261.843526,61530,22,0.077261,36,280,0,0,0,5,296,4,488,0
72,1526756559.148005,38821,59353,2.99834,0,0,0,0,0,3,180,0,0,1
73,1526756508.959422,123,123,0.016475,48,48,0,0,0,1,76,1,76,0
74,1526756566.156378,38821,59353,0,0,0,0,0,0,1,60,0,0,1
75,1526756570.159021,38822,59353,2.997381,0,0,0,0,0,3,180,0,0,1
76,1526756577.166409,38822,59353,0,0,0,0,0,0,1,60,0,0,1
77,1526756581.170071,38823,59353,2.996482,0,0,0,0,0,3,180,0,0,1
78,1526756588.176495,38823,59353,0,0,0,0,0,0,1,60,0,0,1
79,1526756592.181203,38824,59353,2.995403,0,0,0,0,0,3,180,0,0,1
80,1526756542.959677,123,123,0.014171,48,48,0,0,0,1,76,1,76,0
81,1526756542.959919,123,123,0.011087,48,48,0,0,0,1,76,1,76,0
82,1526756599.186525,38824,59353,0,0,0,0,0,0,1,60,0,0,1
83,1526756545.959696,123,123,0.012331,48,48,0,0,0,1,76,1,76,0
84,1526756603.192214,38825,59353,2.994456,0,0,0,0,0,3,180,0,0,1
85,1526756610.196691,38825,59353,0,0,0,0,0,0,1,60,0,0,1
86,1526756614.203202,38826,59353,2.993451,0,0,0,0,0,3,180,0,0,1
87,1526756621.206722,38826,59353,0,0,0,0,0,0,1,60,0,0,1
88,1526756625.207411,38827,59353,2.999268,0,0,0,0,0,3,180,0,0,1
89,1526756576.959754,123,123,0.015773,48,48,0,0,0,1,76,1,76,0
90,1526756632.216771,38827,59353,0,0,0,0,0,0,1,60,0,0,1
91,1526756636.218448,38828,59353,2.998259,0,0,0,0,0,3,180,0,0,1
92,1526756643.226846,38828,59353,0,0,0,0,0,0,1,60,0,0,1
93,1526756647.229617,38829,59353,2.99713,0,0,0,0,0,3,180,0,0,1
94,1526756654.236885,38829,59353,0,0,0,0,0,0,1,60,0,0,1
95,1526756658.240564,38830,59353,2.996291,0,0,0,0,0,3,180,0,0,1
96,1526756608.959921,123,123,0.016996,48,48,0,0,0,1,76,1,76,0
97,1526756609.960031,123,123,0.010776,48,48,0,0,0,1,76,1,76,0
98,1526756665.246914,38830,59353,0,0,0,0,0,0,1,60,0,0,1
99,1526756613.960059,123,123,0.012389,48,48,0,0,0,1,76,1,76,0
100,1526756669.251758,38831,59353,2.995068,0,0,0,0,0,3,180,0,0,1
101,1526756676.256795,38831,59353,0,0,0,0,0,0,1,60,0,0,1
102,1526756680.262701,38832,59353,2.994171,0,0,0,0,0,3,180,0,0,1
103,1526756687.266863,38832,59353,0,0,0,0,0,0,1,60,0,0,1
104,1526756691.273651,38833,59353,2.993327,0,0,0,0,0,3,180,0,0,1
105,1526756698,38833,59353,0,0,0,0,0,0,1,60,0,0,1
106,1526756643.960173,123,123,0.01412,48,48,0,0,0,1,76,1,76,0
107,1526756702.284673,38834,59353,2.992311,0,0,0,0,0,3,180,0,0,1
108,1526756709.287032,38834,59353,0,0,0,0,0,0,1,60,0,0,1
109,1526756713.295657,38835,59353,2.991334,0,0,0,0,0,3,180,0,0,1
110,1526756720.296915,38835,59353,0,0,0,0,0,0,1,60,0,0,1
111,1526756724.306591,38836,59353,2.990379,0,0,0,0,0,3,180,0,0,1
112,1526756674.960246,123,123,0.018012,48,48,0,0,0,1,76,1,76,0
113,1526756731.306966,38836,59353,0,0,0,0,0,0,1,60,0,0,1
114,1526756678.960209,123,123,0.00933,48,48,0,0,0,1,76,1,76,0
115,1526756679.960187,123,123,0.01508,48,48,0,0,0,1,76,1,76,0
116,1526756735.317873,38837,59353,2.999287,0,0,0,0,0,3,180,0,0,1
117,1526756742.327092,38837,59353,0,0,0,0,0,0,1,60,0,0,1
118,1526756746.328811,38838,59353,2.998223,0,0,0,0,0,3,180,0,0,1
119,1526756753.337009,38838,59353,0,0,0,0,0,0,1,60,0,0,1
120,1526756757,38839,59353,2.997342,0,0,0,0,0,3,180,0,0,1
121,1526756764.347117,38839,59353,0,0,0,0,0,0,1,60,0,0,1
122,1526756712.960314,123,123,0.086409,48,48,0,0,0,1,76,1,76,0
123,1526756768.350789,38840,59353,2.996358,0,0,0,0,0,3,180,0,0,1
124,1526756775.357094,38840,59353,0,0,0,0,0,0,1,60,0,0,1
125,1526756779.361823,38841,59353,2.995709,0,0,0,0,0,3,180,0,0,1
126,1526756786.367226,38841,59353,0,0,0,0,0,0,1,60,0,0,1
127,1526756790.372826,38842,59353,2.994232,0,0,0,0,0,3,180,0,0,1
128,1526756740.960402,123,123,0.016901,48,48,0,0,0,1,76,1,76,0
129,1526756797.377096,38842,59353,0,0,0,0,0,0,1,60,0,0,1
130,1526756745.960463,123,123,0.012528,48,48,0,0,0,1,76,1,76,0
131,1526756801.383924,38843,59353,2.993285,0,0,0,0,0,3,180,0,0,1
132,1526756747.960451,123,123,0.022427,48,48,0,0,0,1,76,1,76,0
133,1526756808.387197,38843,59353,0,0,0,0,0,0,1,60,0,0,1
134,1526756812.387857,38844,59353,2.999362,0,0,0,0,0,3,180,0,0,1
135,1526756819.397248,38844,59353,0,0,0,0,0,0,1,60,0,0,1
136,1526756823.397857,38845,59353,2.999331,0,0,0,0,0,3,180,0,0,1
137,1526756830.407262,38845,59353,0,0,0,0,0,0,1,60,0,0,1
138,1526756834.408766,38846,59353,2.998379,0,0,0,0,0,3,180,0,0,1
139,1526756780.960392,123,123,0.012767,48,48,0,0,0,1,76,1,76,0
140,1526756841,38846,59353,0,0,0,0,0,0,1,60,0,0,1
141,1526756845.419679,38847,59353,2.997492,0,0,0,0,0,3,180,0,0,1
142,1526756852.427218,38847,59353,0,0,0,0,0,0,1,60,0,0,1
143,1526756856.430704,38848,59353,2.996607,0,0,0,0,0,3,180,0,0,1
144,1526756807.960478,123,123,0.013599,48,48,0,0,0,1,76,1,76,0
145,1526756863.437275,38848,59353,0,0,0,0,0,0,1,60,0,0,1
146,1526756811.960519,123,123,0.010327,48,48,0,0,0,1,76,1,76,0
147,1526756867.441701,38849,59353,2.99559,0,0,0,0,0,3,180,0,0,1
148,1526756814.960598,123,123,0.013537,48,48,0,0,0,1,76,1,76,0
149,1526756874.447267,38849,59353,0,0,0,0,0,0,1,60,0,0,1
150,1526756878.452688,38850,59353,2.994626,0,0,0,0,0,3,180,0,0,1
151,1526756885.457319,38850,59353,0,0,0,0,0,0,1,60,0,0,1
152,1526756889,38851,59353,2.99839,0,0,0,0,0,3,180,0,0,1
153,1526756896.467393,38851,59353,0,0,0,0,0,0,1,60,0,0,1
154,1526756900.470046,38852,59353,2.997308,0,0,0,0,0,3,180,0,0,1
155,1526756849,123,123,0.014915,48,48,0,0,0,1,76,1,76,0
156,1526756907.477326,38852,59353,0,0,0,0,0,0,1,60,0,0,1
157,1526756911.481076,38853,59353,2.996283,0,0,0,0,0,3,180,0,0,1
158,1526756918.487314,38853,59353,0,0,0,0,0,0,1,60,0,0,1
159,1526756922.492085,38854,59353,2.995253,0,0,0,0,0,3,180,0,0,1
160,1526756929.497404,38854,59353,0,0,0,0,0,0,1,60,0,0,1
161,1526756875.960545,123,123,0.016074,48,48,0,0,0,1,76,1,76,0
162,1526756934,38855,59353,2.994168,0,0,0,0,0,3,180,0,0,1
163,1526756879.960641,123,123,0.010422,48,48,0,0,0,1,76,1,76,0
164,1526756882,123,123,0.013622,48,48,0,0,0,1,76,1,76,0
165,1526756940.507417,38855,59353,0,0,0,0,0,0,1,60,0,0,1
166,1526756944.514136,38856,59353,2.993315,0,0,0,0,0,3,180,0,0,1
167,1526756951.517413,38856,59353,0,0,0,0,0,0,1,60,0,0,1
168,1526756955.525171,38857,59353,2.992213,0,0,0,0,0,3,180,0,0,1
169,1526756962.527398,38857,59353,0,0,0,0,0,0,1,60,0,0,1
170,1526756966.536214,38858,59353,2.991267,0,0,0,0,0,3,180,0,0,1
171,1526756915.960675,123,123,0.014326,48,48,0,0,0,1,76,1,76,0
172,1526756974,38858,59353,0,0,0,0,0,0,1,60,0,0,1
173,1526756978,38859,59353,2.990349,0,0,0,0,0,3,180,0,0,1
174,1526756984.547463,38859,59353,0,0,0,0,0,0,1,60,0,0,1
175,1526756988.558152,38860,59353,2.999281,0,0,0,0,0,3,180,0,0,1
176,1526756995.567479,38860,59353,0,0,0,0,0,0,1,60,0,0,1
177,1526757000,38861,59353,2.998251,0,0,0,0,0,3,180,0,0,1
178,1526756944.960675,123,123,0.013431,48,48,0,0,0,1,76,1,76,0
179,1526756945.960655,123,123,0.010579,48,48,0,0,0,1,76,1,76,0
180,1526756951,123,123,0.014242,48,48,0,0,0,1,76,1,76,0
181,1526757006.577555,38861,59353,0,0,0,0,0,0,1,60,0,0,1
182,1526757010.580312,38862,59353,2.997183,0,0,0,0,0,3,180,0,0,1
183,1526757017.587575,38862,59353,0,0,0,0,0,0,1,60,0,0,1
184,1526757021.591458,38863,59353,2.995967,0,0,0,0,0,3,180,0,0,1
185,1526757028.597512,38863,59353,0,0,0,0,0,0,1,60,0,0,1
186,1526757032.602326,38864,59353,2.99524,0,0,0,0,0,3,180,0,0,1
187,1526756981.960793,123,123,0.012789,48,48,0,0,0,1,76,1,76,0
188,1526757039.607571,38864,59353,0,0,0,0,0,0,1,60,0,0,1
189,1526757043.613449,38865,59353,2.994193,0,0,0,0,0,3,180,0,0,1
190,1526757050.617554,38865,59353,0,0,0,0,0,0,1,60,0,0,1
191,1526757054.624434,38866,59353,2.993036,0,0,0,0,0,3,180,0,0,1
192,1526757061.627538,38866,59353,0,0,0,0,0,0,1,60,0,0,1
193,1526757065.635366,38867,59353,2.992217,0,0,0,0,0,3,180,0,0,1
194,1526757012.960837,123,123,0.013349,48,48,0,0,0,1,76,1,76,0
195,1526757013.960862,123,123,0.010057,48,48,0,0,0,1,76,1,76,0
196,1526757072.637605,38867,59353,0,0,0,0,0,0,1,60,0,0,1
197,1526757018,123,123,0.013555,48,48,0,0,0,1,76,1,76,0
198,1526757076.638243,38868,59353,2.999388,0,0,0,0,0,3,180,0,0,1
199,1526757083.647607,38868,59353,0,0,0,0,0,0,1,60,0,0,1
200,1526757087.649353,38869,59353,2.998189,0,0,0,0,0,3,180,0,0,1
201,1526757094.657528,38869,59353,0,0,0,0,0,0,1,60,0,0,1
202,1526757099,38870,59353,2.99737,0,0,0,0,0,3,180,0,0,1
203,1526757048.960924,123,123,0.01483,48,48,0,0,0,1,76,1,76,0
204,1526757105.667503,38870,59353,0,0,0,0,0,0,1,60,0,0,1
205,1526757109.671118,38871,59353,2.996402,0,0,0,0,0,3,180,0,0,1
206,1526757116.677412,38871,59353,0,0,0,0,0,0,1,60,0,0,1
207,1526757120.682086,38872,59353,2.995285,0,0,0,0,0,3,180,0,0,1
208,1526757127.687424,38872,59353,0,0,0,0,0,0,1,60,0,0,1
209,1526757131.693196,38873,59353,2.994154,0,0,0,0,0,3,180,0,0,1
210,1526757078.960924,123,123,0.01371,48,48,0,0,0,1,76,1,76,0
211,1526757079.960939,123,123,0.009727,48,48,0,0,0,1,76,1,76,0
212,1526757138.697354,38873,59353,0,0,0,0,0,0,1,60,0,0,1
213,1526757086,123,123,0.025559,48,48,0,0,0,1,76,1,76,0
214,1526757143,38874,59353,2.993312,0,0,0,0,0,3,180,0,0,1
215,1526757149.707394,38874,59353,0,0,0,0,0,0,1,60,0,0,1
216,1526757153.714993,38875,59353,2.992401,0,0,0,0,0,3,180,0,0,1
217,1526757160.717391,38875,59353,0,0,0,0,0,0,1,60,0,0,1
218,1526757164.726023,38876,59353,2.991288,0,0,0,0,0,3,180,0,0,1
219,1526757171.727297,38876,59353,0,0,0,0,0,0,1,60,0,0,1
220,1526757117.960802,123,123,0.013574,48,48,0,0,0,1,76,1,76,0
221,1526757175.736897,38877,59353,2.990403,0,0,0,0,0,3,180,0,0,1
222,1526757182.737331,38877,59353,0,0,0,0,0,0,1,60,0,0,1
223,1526757186.747797,38878,59353,2.999497,0,0,0,0,0,3,180,0,0,1
224,1526757193.757271,38878,59353,0,0,0,0,0,0,1,60,0,0,1
225,1526757197.758832,38879,59353,2.998381,0,0,0,0,0,3,180,0,0,1
226,1526757145.960732,123,123,0.013102,48,48,0,0,0,1,76,1,76,0
227,1526757148.960789,123,123,0.010131,48,48,0,0,0,1,76,1,76,0
228,1526757204.767272,38879,59353,0,0,0,0,0,0,1,60,0,0,1
229,1526757151.960738,123,123,0.018477,48,48,0,0,0,1,76,1,76,0
230,1526757208.769777,38880,59353,2.997323,0,0,0,0,0,3,180,0,0,1
231,1526757215.777086,38880,59353,0,0,0,0,0,0,1,60,0,0,1
232,1526757219.780517,38881,59353,2.996426,0,0,0,0,0,3,180,0,0,1
233,1526757226.786814,38881,59353,0,0,0,0,0,0,1,60,0,0,1
234,1526757230.791129,38882,59353,2.995536,0,0,0,0,0,3,180,0,0,1
235,1526757237.796572,38882,59353,0,0,0,0,0,0,1,60,0,0,1
236,1526757185,123,123,0.013819,48,48,0,0,0,1,76,1,76,0
237,1526757241.801844,38883,59353,2.994515,0,0,0,0,0,3,180,0,0,1
238,1526757248.806198,38883,59353,0,0,0,0,0,0,1,60,0,0,1
239,1526757252.812636,38884,59353,2.993475,0,0,0,0,0,3,180,0,0,1
240,1526757259.816037,38884,59353,0,0,0,0,0,0,1,60,0,0,1
241,1526757263.823367,38885,59353,2.992525,0,0,0,0,0,3,180,0,0,1
242,1526757211.960499,123,123,0.012186,48,48,0,0,0,1,76,1,76,0
243,1526757270.825856,38885,59353,0,0,0,0,0,0,1,60,0,0,1
244,1526757215.960405,123,123,0.009523,48,48,0,0,0,1,76,1,76,0
245,1526757274.834181,38886,59353,2.991493,0,0,0,0,0,3,180,0,0,1
246,1526757220.960253,123,123,0.012972,48,48,0,0,0,1,76,1,76,0
247,1526757281.835587,38886,59353,0,0,0,0,0,0,1,60,0,0,1
248,1526757285.844918,38887,59353,2.990424,0,0,0,0,0,3,180,0,0,1
249,1526757292.845243,38887,59353,0,0,0,0,0,0,1,60,0,0,1
250,1526757296.855594,38888,59353,2.999577,0,0,0,0,0,3,180,0,0,1
251,1526757302.035559,53834,22,2.999456,0,0,0,0,0,3,180,0,0,1
252,1526757303.016509,39963,22,2.998542,0,0,0,0,0,3,180,0,0,1
253,1526757304,38888,59353,0,0,0,0,0,0,1,60,0,0,1
254,1526757304.017838,37612,22,2.99717,0,0,0,0,0,3,180,0,0,1
255,1526757305.019092,51314,22,2.995922,0,0,0,0,0,3,180,0,0,1
256,1526757306.020391,54526,22,2.994566,0,0,0,0,0,3,180,0,0,1
257,1526757307,39849,22,2.993233,0,0,0,0,0,3,180,0,0,1
258,1526757307.866276,38895,59353,2.998651,0,0,0,0,0,3,180,0,0,1
259,1526757252.959498,123,123,0.015973,48,48,0,0,0,1,76,1,76,0
260,1526757308.022902,54831,22,2.991991,0,0,0,0,0,3,180,0,0,1
261,1526757309.024145,47198,22,2.990793,0,0,0,0,0,3,180,0,0,1
262,1526757309.044913,53834,22,0,0,0,0,0,0,1,60,0,0,1
263,1526757310.025035,39963,22,0,0,0,0,0,0,1,60,0,0,1
264,1526757310.025831,57663,22,2.999209,0,0,0,0,0,3,180,0,0,1
265,1526757311,37612,22,0,0,0,0,0,0,1,60,0,0,1
266,1526757311.027426,37212,22,2.997539,0,0,0,0,0,3,180,0,0,1
267,1526757312,51314,22,0,0,0,0,0,0,1,60,0,0,1
268,1526757312.028391,54567,22,2.996492,0,0,0,0,0,3,180,0,0,1
269,1526757313.025273,54526,22,0,0,0,0,0,0,1,60,0,0,1
270,1526757313.030956,33358,22,2.993889,0,0,0,0,0,3,180,0,0,1
271,1526757314.025051,39849,22,0,0,0,0,0,0,1,60,0,0,1
272,1526757314.874906,38895,59353,0,0,0,0,0,0,1,60,0,0,1
273,1526757315.033322,32861,22,2.991487,0,0,0,0,0,3,180,0,0,1
274,1526757314.032065,51887,22,1.414878,0,0,0,0,0,2,120,1,40,0
275,1526757316.024936,47198,22,0,0,0,0,0,0,1,60,0,0,1
276,1526757316.034435,52169,22,2.990365,0,0,0,0,0,3,180,0,0,1
277,1526757317.034947,57663,22,0,0,0,0,0,0,1,60,0,0,1
278,1526757317,46075,22,2.998493,0,0,0,0,0,3,180,0,0,1
279,1526757318.034986,37212,22,0,0,0,0,0,0,1,60,0,0,1
280,1526757318.036776,49270,22,2.998089,0,0,0,0,0,3,180,0,0,1
281,1526757318.877172,38907,59353,2.997541,0,0,0,0,0,3,180,0,0,1
282,1526757319,54567,22,0,0,0,0,0,0,1,60,0,0,1
283,1526757319.039119,32837,22,0.297634,0,0,0,0,0,1,60,1,40,0
284,1526757320.034967,33358,22,0,0,0,0,0,0,1,60,0,0,1
285,1526757320.040249,41565,22,2.994514,0,0,0,0,0,3,180,0,0,1
286,1526757321.041469,39210,22,2.993234,0,0,0,0,0,3,180,0,0,1
287,1526757322.034669,32861,22,0,0,0,0,0,0,1,60,0,0,1
288,1526757322.043738,58370,22,0.365597,0,0,0,0,0,1,60,1,40,0
289,1526757323.034868,52169,22,0,0,0,0,0,0,1,60,0,0,1
290,1526757323.045161,34623,22,2.999548,0,0,0,0,0,3,180,0,0,1
291,1526757324.044739,46075,22,0,0,0,0,0,0,1,60,0,0,1
292,1526757324.045861,50346,22,2.998959,0,0,0,0,0,3,180,0,0,1
293,1526757325.044877,49270,22,0,0,0,0,0,0,1,60,0,0,1
294,1526757325.048224,46391,22,2.996461,0,0,0,0,0,3,180,0,0,1
295,1526757325.884567,38907,59353,0,0,0,0,0,0,1,60,0,0,1
296,1526757326.049345,47124,22,2.995267,0,0,0,0,0,3,180,0,0,1
297,1526757327.044736,41565,22,0,0,0,0,0,0,1,60,0,0,1
298,1526757327,52791,22,2.993858,0,0,0,0,0,3,180,0,0,1
299,1526757328.044949,39210,22,0,0,0,0,0,0,1,60,0,0,1
300,1526757328.051846,43709,22,2.99272,0,0,0,0,0,3,180,0,0,1
301,1526757329.051983,60120,22,2.99261,0,0,0,0,0,3,180,0,0,1
302,1526757329.885132,38919,59353,2.999299,0,0,0,0,0,3,180,0,0,1
303,1526757330,41158,22,2.9903,0,0,0,0,0,3,180,0,0,1
304,1526757330.054558,34623,22,0,0,0,0,0,0,1,60,0,0,1
305,1526757331.054651,50346,22,0,0,0,0,0,0,1,60,0,0,1
306,1526757331.056133,44697,22,0.367581,0,0,0,0,0,1,60,1,40,0
307,1526757332.054708,46391,22,0,0,0,0,0,0,1,60,0,0,1
308,1526757332,36343,22,2.998157,0,0,0,0,0,3,180,0,0,1
309,1526757333.054715,47124,22,0,0,0,0,0,0,1,60,0,0,1
310,1526757333.058625,48363,22,2.995786,0,0,0,0,0,3,180,0,0,1
311,1526757278.958958,123,123,0.012504,48,48,0,0,0,1,76,1,76,0
312,1526757334.054649,52791,22,0,0,0,0,0,0,1,60,0,0,1
313,1526757334.059968,58106,22,0,0,0,0,0,0,1,60,0,0,1
314,1526757335.054565,43709,22,0,0,0,0,0,0,1,60,0,0,1
315,1526757335.061064,35189,22,2.993434,0,0,0,0,0,3,180,0,0,1
316,1526757336.054776,60120,22,0,0,0,0,0,0,1,60,0,0,1
317,1526757336.063287,40327,22,2.991124,0,0,0,0,0,3,180,0,0,1
318,1526757336.894446,38919,59353,0,0,0,0,0,0,1,60,0,0,1
319,1526757337.054426,41158,22,0,0,0,0,0,0,1,60,0,0,1
320,1526757337.064864,47747,22,0.29484,0,0,0,0,0,1,60,1,40,0
321,1526757282.958875,123,123,0.009759,48,48,0,0,0,1,76,1,76,0
322,1526757338.066148,42256,22,2.998274,0,0,0,0,0,3,180,0,0,1
323,1526757339.064467,36343,22,0,0,0,0,0,0,1,60,0,0,1
324,1526757339.067826,50522,22,2.996612,0,0,0,0,0,3,180,0,0,1
325,1526757340.064514,48363,22,0,0,0,0,0,0,1,60,0,0,1
326,1526757340.069086,45621,22,2.995291,0,0,0,0,0,3,180,0,0,1
327,1526757340.896058,38931,59353,2.998314,0,0,0,0,0,3,180,0,0,1
328,1526757341.068984,60946,22,2.995413,0,0,0,0,0,3,180,0,0,1
329,1526757342.064525,35189,22,0,0,0,0,0,0,1,60,0,0,1
330,1526757342.071441,35540,22,0.309354,0,0,0,0,0,1,60,1,40,0
331,1526757343.064451,40327,22,0,0,0,0,0,0,1,60,0,0,1
332,1526757343.072723,49123,22,2.991635,0,0,0,0,0,3,180,0,0,1
333,1526757288.958715,123,123,0.014826,48,48,0,0,0,1,76,1,76,0
334,1526757344.073065,37056,22,2.991193,0,0,0,0,0,3,180,0,0,1
335,1526757345.074363,42256,22,0,0,0,0,0,0,1,60,0,0,1
336,1526757345.075712,54517,22,2.998655,0,0,0,0,0,3,180,0,0,1
337,1526757346.074486,50522,22,0,0,0,0,0,0,1,60,0,0,1
338,1526757346.077251,59921,22,0.394197,0,0,0,0,0,1,60,1,40,0
339,1526757347.074311,45621,22,0,0,0,0,0,0,1,60,0,0,1
340,1526757347.076939,38943,22,2.997314,0,0,0,0,0,3,180,0,0,1
341,1526757347.904272,38931,59353,0,0,0,0,0,0,1,60,0,0,1
342,1526757348.074621,60946,22,0,0,0,0,0,0,1,60,0,0,1
343,1526757348.079776,57596,22,2.994301,0,0,0,0,0,3,180,0,0,1
344,1526757349.080518,36122,22,0.46861,0,0,0,0,0,1,60,1,40,0
345,1526757350.082895,56585,22,2.991217,0,0,0,0,0,3,180,0,0,1
346,1526757351,37056,22,0,0,0,0,0,0,1,60,0,0,1
347,1526757351.084163,57650,22,3.000073,0,0,0,0,0,3,180,0,0,1
348,1526757351.906839,38943,59353,2.997183,0,0,0,0,0,3,180,0,0,1
349,1526757352.084162,54517,22,0,0,0,0,0,0,1,60,0,0,1
350,1526757352.084901,60933,22,2.99937,0,0,0,0,0,3,180,0,0,1
351,1526757353.085995,33350,22,2.998173,0,0,0,0,0,3,180,0,0,1
352,1526757354.084329,38943,22,0,0,0,0,0,0,1,60,0,0,1
353,1526757354.088605,39061,22,2.995484,0,0,0,0,0,3,180,0,0,1
354,1526757355.084179,57596,22,0,0,0,0,0,0,1,60,0,0,1
