Humidity,Temperature,Label
47.47,27.61,Normal
47.47,27.64,Normal
47.41,27.64,Normal
47.38,27.65,Normal
47.34,27.65,Normal
47.28,27.67,Normal
47.24,27.69,Normal
47.18,27.72,Normal
47.15,27.72,Normal
47.15,27.73,Normal
47.15,27.74,Normal
47.08,27.76,Normal
47.05,27.77,Normal
47.02,27.79,Normal
46.95,27.79,Normal
46.95,27.8,Normal
46.92,27.81,Normal
46.89,27.82,Normal
46.85,27.84,Normal
46.82,27.85,Normal
46.75,27.87,Normal
46.69,27.86,Normal
46.66,27.87,Normal
46.62,27.88,Normal
46.62,27.89,Normal
46.56,27.9,Normal
46.52,27.9,Normal
46.49,27.91,Normal
46.46,27.91,Normal
46.43,27.91,Normal
46.43,27.92,Normal
46.43,27.93,Normal
46.43,27.93,Normal
46.39,27.95,Normal
46.39,27.96,Normal
46.36,27.96,Normal
46.33,27.96,Normal
46.3,27.97,Normal
46.26,27.97,Normal
46.26,27.98,Normal
46.23,27.99,Normal
46.23,28,Normal
46.2,28.01,Normal
46.2,28.01,Normal
46.16,28.01,Normal
46.16,28.02,Normal
46.16,28.03,Normal
46.13,28.03,Normal
46.1,28.04,Normal
46.07,28.04,Normal
46.03,28.05,Normal
46.03,28.08,Normal
46.03,28.09,Normal
46.03,28.09,Normal
46,28.09,Normal
46.03,28.11,Normal
46.1,28.11,Normal
46.1,28.11,Normal
46.13,28.12,Normal
46.16,28.12,Normal
46.16,28.13,Normal
46.16,28.13,Normal
46.16,28.14,Normal
46.16,28.14,Normal
46.16,28.15,Normal
46.13,28.16,Normal
46.13,28.15,Normal
46.1,28.16,Normal
46.13,28.17,Normal
46.1,28.18,Normal
46.1,28.17,Normal
46.07,28.17,Normal
46.03,28.17,Normal
46.03,28.18,Normal
46.03,28.18,Normal
46.03,28.17,Normal
46,28.18,Normal
45.97,28.19,Normal
45.97,28.19,Normal
45.97,28.19,Normal
45.97,28.2,Normal
45.97,28.2,Normal
45.93,28.21,Normal
45.9,28.21,Normal
45.9,28.23,Normal
45.9,28.22,Normal
45.87,28.23,Normal
45.87,28.25,Normal
45.84,28.25,Normal
45.84,28.25,Normal
45.84,28.24,Normal
45.84,28.24,Normal
45.84,28.25,Normal
45.84,28.23,Normal
45.84,28.26,Normal
45.77,28.25,Normal
45.8,28.26,Normal
45.84,28.26,Normal
45.77,28.27,Normal
45.8,28.27,Normal
45.77,28.27,Normal
45.77,28.27,Normal
45.77,28.27,Normal
45.74,28.27,Normal
45.74,28.27,Normal
45.74,28.28,Normal
45.74,28.29,Normal
45.7,28.29,Normal
45.7,28.29,Normal
45.7,28.29,Normal
45.7,28.29,Normal
45.7,28.29,Normal
45.67,28.29,Normal
45.67,28.3,Normal
45.67,28.3,Normal
45.67,28.3,Normal
45.64,28.3,Normal
45.67,28.31,Normal
45.64,28.31,Normal
45.64,28.3,Normal
45.64,28.31,Normal
45.64,28.32,Normal
45.6,28.31,Normal
45.6,28.33,Normal
45.6,28.31,Normal
45.57,28.33,Normal
45.57,28.33,Normal
45.57,28.36,Normal
45.57,28.35,Normal
45.57,28.35,Normal
45.54,28.35,Normal
45.51,28.36,Normal
45.51,28.36,Normal
45.51,28.35,Normal
45.51,28.36,Normal
45.51,28.37,Normal
45.47,28.37,Normal
45.47,28.37,Normal
45.44,28.37,Normal
45.44,28.37,Normal
45.44,28.37,Normal
45.44,28.38,Normal
45.44,28.37,Normal
45.44,28.39,Normal
45.44,28.39,Normal
45.44,28.4,Normal
45.44,28.39,Normal
45.41,28.4,Normal
45.41,28.4,Normal
45.44,28.41,Normal
45.41,28.41,Normal
45.37,28.41,Normal
45.37,28.41,Normal
45.37,28.41,Normal
45.34,28.41,Normal
45.37,28.42,Normal
45.34,28.42,Normal
45.34,28.42,Normal
45.31,28.42,Normal
45.31,28.42,Normal
45.34,28.43,Normal
45.34,28.43,Normal
45.34,28.44,Normal
45.34,28.43,Normal
45.31,28.43,Normal
45.31,28.43,Normal
45.31,28.43,Normal
45.31,28.43,Normal
45.31,28.45,Normal
45.31,28.45,Normal
45.31,28.45,Normal
45.31,28.44,Normal
45.31,28.46,Normal
45.31,28.45,Normal
45.28,28.45,Normal
45.28,28.45,Normal
45.28,28.44,Normal
45.24,28.46,Normal
45.24,28.46,Normal
45.24,28.45,Normal
45.24,28.47,Normal
45.24,28.46,Normal
45.24,28.45,Normal
45.24,28.46,Normal
45.24,28.47,Normal
45.24,28.47,Normal
45.24,28.48,Normal
45.24,28.48,Normal
45.21,28.47,Normal
45.21,28.48,Normal
45.24,28.47,Normal
45.24,28.47,Normal
45.18,28.48,Normal
45.11,28.45,Normal
45.01,28.45,Normal
44.98,28.44,Normal
44.98,28.45,Normal
44.98,28.45,Normal
45.01,28.44,Normal
45.04,28.45,Normal
45.04,28.43,Normal
45.08,28.44,Normal
45.14,28.43,Normal
45.18,28.42,Normal
45.21,28.43,Normal
45.24,28.41,Normal
45.21,28.41,Normal
45.24,28.41,Normal
45.21,28.43,Normal
45.18,28.43,Normal
45.18,28.45,Normal
45.11,28.44,Normal
45.08,28.44,Normal
44.98,28.44,Normal
44.91,28.42,Normal
44.85,28.42,Normal
44.85,28.43,Normal
44.81,28.42,Normal
44.78,28.41,Normal
44.81,28.41,Normal
44.78,28.41,Normal
44.78,28.41,Normal
44.71,28.39,Normal
44.68,28.38,Normal
44.68,28.41,Normal
44.71,28.39,Normal
44.71,28.39,Normal
44.71,28.41,Normal
44.61,28.42,Normal
44.58,28.4,Normal
44.52,28.41,Normal
44.48,28.4,Normal
44.48,28.39,Normal
44.45,28.4,Normal
44.38,28.39,Normal
44.38,28.38,Normal
44.32,28.39,Normal
44.35,28.38,Normal
44.35,28.39,Normal
44.38,28.37,Normal
44.38,28.39,Normal
44.32,28.37,Normal
44.32,28.37,Normal
44.32,28.36,Normal
44.32,28.37,Normal
44.35,28.36,Normal
44.38,28.37,Normal
44.45,28.36,Normal
44.45,28.39,Normal
44.48,28.39,Normal
44.55,28.4,Normal
44.65,28.4,Normal
44.58,28.39,Normal
44.55,28.4,Normal
44.52,28.39,Normal
44.58,28.4,Normal
44.58,28.41,Normal
44.58,28.43,Normal
44.65,28.42,Normal
44.65,28.43,Normal
44.71,28.42,Normal
44.71,28.43,Normal
44.71,28.42,Normal
44.71,28.43,Normal
44.68,28.43,Normal
44.68,28.42,Normal
44.71,28.44,Normal
44.71,28.44,Normal
44.75,28.45,Normal
44.75,28.45,Normal
44.75,28.47,Normal
44.75,28.47,Normal
44.78,28.46,Normal
44.78,28.46,Normal
44.78,28.46,Normal
44.78,28.45,Normal
44.78,28.45,Normal
44.78,28.47,Normal
44.78,28.47,Normal
44.78,28.47,Normal
44.75,28.48,Normal
44.78,28.47,Normal
44.78,28.48,Normal
44.75,28.48,Normal
44.78,28.48,Normal
44.75,28.49,Normal
44.78,28.49,Normal
44.78,28.49,Normal
44.78,28.49,Normal
44.78,28.5,Normal
44.78,28.5,Normal
44.78,28.51,Normal
44.78,28.51,Normal
44.78,28.51,Normal
44.78,28.51,Normal
44.78,28.5,Normal
44.78,28.5,Normal
44.78,28.51,Normal
44.81,28.51,Normal
44.78,28.51,Normal
44.81,28.51,Normal
44.81,28.53,Normal
44.85,28.51,Normal
44.81,28.51,Normal
44.85,28.51,Normal
44.81,28.51,Normal
44.85,28.53,Normal
44.85,28.52,Normal
44.85,28.5,Normal
44.85,28.51,Normal
44.85,28.51,Normal
44.85,28.51,Normal
44.85,28.51,Normal
44.85,28.51,Normal
44.88,28.51,Normal
44.88,28.51,Normal
44.88,28.51,Normal
44.88,28.52,Normal
44.91,28.51,Normal
44.91,28.51,Normal
44.91,28.53,Normal
44.91,28.52,Normal
44.88,28.52,Normal
44.88,28.53,Normal
44.88,28.53,Normal
44.88,28.52,Normal
44.88,28.53,Normal
44.91,28.52,Normal
44.91,28.52,Normal
44.91,28.53,Normal
44.91,28.53,Normal
44.91,28.53,Normal
44.91,28.52,Normal
44.91,28.52,Normal
44.91,28.53,Normal
44.91,28.53,Normal
44.88,28.53,Normal
44.91,28.52,Normal
44.91,28.53,Normal
44.91,28.52,Normal
44.91,28.52,Normal
44.91,28.52,Normal
44.91,28.53,Normal
44.91,28.53,Normal
44.91,28.53,Normal
44.91,28.54,Normal
44.91,28.52,Normal
44.88,28.53,Normal
44.91,28.53,Normal
44.91,28.53,Normal
44.91,28.54,Normal
44.91,28.54,Normal
44.91,28.54,Normal
44.88,28.54,Normal
44.91,28.55,Normal
44.91,28.55,Normal
44.91,28.54,Normal
44.91,28.54,Normal
44.91,28.55,Normal
44.91,28.54,Normal
44.91,28.54,Normal
44.91,28.54,Normal
44.91,28.54,Normal
44.91,28.55,Normal
44.91,28.55,Normal
44.91,28.56,Normal
44.91,28.55,Normal
44.91,28.55,Normal
44.91,28.55,Normal
44.91,28.55,Normal
44.91,28.54,Normal
44.91,28.54,Normal
44.91,28.54,Normal
44.91,28.55,Normal
44.91,28.55,Normal
44.91,28.55,Normal
44.91,28.55,Normal
44.91,28.55,Normal
44.91,28.56,Normal
44.91,28.56,Normal
44.91,28.56,Normal
44.91,28.57,Normal
44.91,28.55,Normal
44.91,28.56,Normal
44.91,28.55,Normal
44.91,28.57,Normal
44.91,28.56,Normal
44.91,28.55,Normal
44.91,28.56,Normal
44.88,28.57,Normal
44.91,28.57,Normal
44.91,28.57,Normal
44.91,28.56,Normal
44.91,28.56,Normal
44.88,28.56,Normal
44.88,28.56,Normal
44.88,28.57,Normal
44.85,28.56,Normal
44.88,28.56,Normal
44.91,28.57,Normal
44.88,28.56,Normal
44.91,28.57,Normal
44.85,28.57,Normal
44.85,28.57,Normal
44.88,28.55,Normal
44.88,28.56,Normal
44.85,28.56,Normal
44.85,28.57,Normal
44.85,28.56,Normal
44.85,28.56,Normal
44.85,28.57,Normal
44.88,28.58,Normal
44.85,28.57,Normal
44.85,28.57,Normal
44.88,28.57,Normal
44.88,28.59,Normal
44.85,28.57,Normal
44.85,28.58,Normal
44.85,28.57,Normal
44.85,28.58,Normal
44.85,28.58,Normal
44.88,28.58,Normal
44.85,28.59,Normal
44.85,28.57,Normal
44.88,28.58,Normal
44.88,28.58,Normal
44.85,28.59,Normal
44.85,28.58,Normal
44.85,28.57,Normal
44.85,28.57,Normal
44.85,28.58,Normal
44.85,28.58,Normal
44.85,28.59,Normal
44.85,28.58,Normal
44.85,28.58,Normal
44.85,28.59,Normal
44.85,28.59,Normal
44.85,28.59,Normal
44.85,28.59,Normal
44.85,28.59,Normal
44.85,28.58,Normal
44.85,28.59,Normal
44.85,28.59,Normal
44.85,28.59,Normal
44.85,28.59,Normal
44.85,28.6,Normal
44.85,28.6,Normal
44.85,28.59,Normal
44.85,28.6,Normal
44.85,28.6,Normal
44.85,28.59,Normal
44.85,28.6,Normal
44.85,28.6,Normal
44.85,28.59,Normal
44.85,28.61,Normal
44.85,28.59,Normal
44.85,28.59,Normal
44.81,28.6,Normal
44.85,28.59,Normal
44.81,28.6,Normal
44.85,28.59,Normal
44.85,28.59,Normal
44.85,28.61,Normal
44.85,28.59,Normal
44.85,28.6,Normal
44.85,28.61,Normal
44.85,28.6,Normal
44.85,28.61,Normal
44.85,28.61,Normal
44.85,28.61,Normal
44.81,28.6,Normal
44.85,28.6,Normal
44.85,28.61,Normal
44.85,28.61,Normal
44.85,28.61,Normal
44.81,28.6,Normal
44.81,28.6,Normal
44.85,28.62,Normal
44.85,28.61,Normal
44.85,28.61,Normal
44.81,28.61,Normal
44.85,28.6,Normal
44.85,28.61,Normal
44.85,28.61,Normal
44.85,28.61,Normal
44.81,28.62,Normal
44.85,28.61,Normal
44.85,28.61,Normal
44.85,28.62,Normal
44.85,28.62,Normal
44.81,28.61,Normal
44.81,28.62,Normal
44.81,28.61,Normal
44.81,28.62,Normal
44.85,28.63,Normal
44.85,28.64,Normal
44.85,28.62,Normal
44.85,28.62,Normal
44.81,28.63,Normal
44.85,28.63,Normal
44.85,28.63,Normal
44.81,28.62,Normal
44.81,28.63,Normal
44.81,28.62,Normal
44.81,28.64,Normal
44.81,28.64,Normal
44.81,28.64,Normal
44.81,28.63,Normal
44.81,28.64,Normal
44.78,28.63,Normal
44.81,28.63,Normal
44.81,28.64,Normal
44.78,28.64,Normal
44.81,28.65,Normal
44.81,28.65,Normal
44.78,28.64,Normal
44.81,28.65,Normal
44.81,28.65,Normal
44.78,28.64,Normal
44.78,28.64,Normal
44.81,28.64,Normal
44.78,28.65,Normal
44.78,28.64,Normal
44.81,28.65,Normal
44.81,28.66,Normal
44.81,28.66,Normal
44.78,28.67,Normal
44.78,28.66,Normal
44.78,28.65,Normal
44.81,28.65,Normal
44.78,28.67,Normal
44.81,28.66,Normal
44.81,28.67,Normal
44.78,28.67,Normal
44.78,28.66,Normal
44.78,28.66,Normal
44.78,28.67,Normal
44.78,28.67,Normal
44.78,28.66,Normal
44.78,28.67,Normal
44.78,28.67,Normal
44.78,28.66,Normal
44.78,28.67,Normal
44.78,28.67,Normal
44.78,28.67,Normal
44.78,28.67,Normal
44.78,28.67,Normal
44.78,28.67,Normal
44.78,28.67,Normal
44.78,28.68,Normal
44.78,28.67,Normal
44.78,28.67,Normal
44.78,28.67,Normal
44.78,28.67,Normal
44.78,28.67,Normal
44.78,28.67,Normal
44.78,28.67,Normal
44.81,28.68,Normal
44.78,28.68,Normal
44.78,28.68,Normal
44.78,28.68,Normal
44.78,28.67,Normal
44.81,28.68,Normal
44.81,28.68,Normal
44.81,28.67,Normal
44.78,28.68,Normal
44.78,28.67,Normal
44.78,28.68,Normal
44.78,28.67,Normal
44.78,28.66,Normal
44.78,28.67,Normal
44.78,28.68,Normal
44.78,28.68,Normal
44.81,28.67,Normal
44.78,28.67,Normal
44.78,28.67,Normal
44.81,28.67,Normal
44.81,28.68,Normal
44.81,28.67,Normal
44.85,28.68,Normal
44.85,28.68,Normal
44.81,28.68,Normal
44.81,28.69,Normal
44.78,28.68,Normal
44.85,28.67,Normal
44.81,28.69,Normal
44.81,28.67,Normal
44.81,28.68,Normal
44.81,28.68,Normal
44.81,28.68,Normal
44.85,28.68,Normal
44.81,28.69,Normal
44.81,28.68,Normal
44.85,28.69,Normal
44.81,28.69,Normal
44.85,28.68,Normal
44.85,28.69,Normal
44.81,28.68,Normal
44.81,28.68,Normal
44.81,28.68,Normal
44.81,28.68,Normal
44.81,28.68,Normal
44.85,28.7,Normal
44.85,28.69,Normal
44.85,28.69,Normal
44.85,28.68,Normal
44.85,28.68,Normal
44.85,28.68,Normal
44.85,28.69,Normal
44.85,28.69,Normal
44.85,28.69,Normal
44.85,28.68,Normal
44.85,28.68,Normal
44.85,28.69,Normal
44.85,28.69,Normal
44.85,28.69,Normal
44.85,28.68,Normal
44.85,28.69,Normal
44.85,28.69,Normal
44.85,28.7,Normal
44.85,28.69,Normal
44.85,28.68,Normal
44.85,28.69,Normal
44.85,28.69,Normal
44.85,28.69,Normal
44.85,28.7,Normal
44.85,28.69,Normal
44.85,28.69,Normal
44.85,28.69,Normal
44.85,28.7,Normal
44.85,28.7,Normal
44.85,28.7,Normal
44.85,28.69,Normal
44.85,28.69,Normal
44.85,28.7,Normal
44.85,28.7,Normal
44.85,28.69,Normal
44.85,28.7,Normal
44.85,28.71,Normal
44.85,28.7,Normal
44.85,28.7,Normal
44.85,28.69,Normal
44.85,28.7,Normal
44.85,28.7,Normal
44.85,28.7,Normal
44.85,28.71,Normal
44.85,28.7,Normal
44.88,28.7,Normal
44.88,28.7,Normal
44.85,28.7,Normal
44.88,28.71,Normal
44.85,28.7,Normal
44.85,28.7,Normal
44.88,28.71,Normal
44.95,28.7,Normal
44.98,28.7,Normal
45.04,28.71,Normal
45.01,28.71,Normal
45.04,28.7,Normal
45.04,28.69,Normal
45.04,28.69,Normal
45.08,28.7,Normal
45.14,28.69,Normal
45.18,28.7,Normal
45.21,28.71,Normal
45.21,28.7,Normal
45.18,28.71,Normal
45.21,28.7,Normal
45.21,28.71,Normal
45.24,28.71,Normal
45.21,28.69,Normal
45.21,28.69,Normal
45.21,28.7,Normal
45.18,28.7,Normal
45.18,28.69,Normal
45.21,28.69,Normal
45.18,28.71,Normal
45.18,28.7,Normal
45.18,28.71,Normal
45.14,28.71,Normal
45.14,28.71,Normal
45.11,28.71,Normal
45.11,28.71,Normal
45.11,28.71,Normal
45.11,28.7,Normal
45.11,28.7,Normal
45.11,28.69,Normal
45.11,28.69,Normal
45.11,28.68,Normal
45.11,28.68,Normal
45.11,28.69,Normal
45.11,28.69,Normal
45.11,28.71,Normal
45.11,28.71,Normal
45.08,28.71,Normal
45.11,28.71,Normal
45.11,28.71,Normal
45.08,28.7,Normal
45.11,28.7,Normal
45.11,28.69,Normal
45.11,28.69,Normal
45.11,28.7,Normal
45.11,28.69,Normal
45.11,28.7,Normal
45.11,28.71,Normal
45.11,28.71,Normal
45.08,28.71,Normal
45.04,28.71,Normal
45.04,28.72,Normal
45.04,28.73,Normal
45.04,28.72,Normal
45.04,28.71,Normal
45.04,28.71,Normal
45.08,28.71,Normal
45.04,28.71,Normal
45.04,28.72,Normal
45.04,28.71,Normal
45.04,28.72,Normal
45.08,28.71,Normal
45.08,28.7,Normal
45.08,28.7,Normal
45.04,28.7,Normal
45.04,28.71,Normal
45.04,28.71,Normal
45.04,28.69,Normal
45.04,28.7,Normal
45.04,28.71,Normal
45.04,28.73,Normal
45.04,28.71,Normal
45.04,28.73,Normal
44.98,28.73,Normal
45.01,28.73,Normal
45.01,28.73,Normal
45.01,28.73,Normal
45.01,28.73,Normal
45.01,28.73,Normal
45.04,28.74,Normal
45.04,28.73,Normal
45.04,28.73,Normal
45.04,28.72,Normal
45.04,28.72,Normal
45.04,28.73,Normal
45.04,28.73,Normal
45.04,28.73,Normal
45.04,28.72,Normal
45.08,28.73,Normal
45.01,28.73,Normal
45.01,28.73,Normal
44.98,28.74,Normal
44.98,28.73,Normal
45.04,28.73,Normal
45.08,28.73,Normal
45.14,28.74,Normal
45.18,28.73,Normal
45.18,28.73,Normal
45.21,28.73,Normal
45.21,28.73,Normal
45.24,28.72,Normal
45.24,28.73,Normal
45.24,28.73,Normal
45.24,28.73,Normal
45.28,28.73,Normal
45.24,28.73,Normal
45.28,28.73,Normal
45.21,28.72,Normal
45.11,28.72,Normal
45.04,28.7,Normal
45.04,28.7,Normal
45.11,28.7,Normal
45.18,28.71,Normal
45.21,28.71,Normal
45.24,28.72,Normal
45.21,28.71,Normal
45.24,28.71,Normal
45.24,28.71,Normal
45.24,28.73,Normal
45.18,28.71,Normal
45.14,28.71,Normal
45.14,28.72,Normal
45.14,28.71,Normal
45.11,28.71,Normal
45.18,28.73,Normal
45.11,28.72,Normal
45.11,28.72,Normal
45.11,28.72,Normal
45.11,28.73,Normal
45.11,28.74,Normal
45.11,28.73,Normal
45.11,28.73,Normal
45.11,28.73,Normal
45.14,28.74,Normal
45.18,28.73,Normal
45.18,28.72,Normal
45.18,28.73,Normal
45.11,28.73,Normal
45.11,28.73,Normal
45.08,28.73,Normal
45.08,28.73,Normal
45.04,28.73,Normal
45.08,28.73,Normal
45.04,28.73,Normal
45.04,28.73,Normal
45.04,28.73,Normal
45.08,28.73,Normal
45.04,28.73,Normal
45.08,28.73,Normal
45.08,28.74,Normal
45.08,28.74,Normal
45.08,28.74,Normal
45.04,28.73,Normal
45.04,28.73,Normal
45.04,28.74,Normal
45.04,28.73,Normal
45.04,28.75,Normal
45.04,28.74,Normal
45.04,28.75,Normal
45.04,28.74,Normal
45.04,28.75,Normal
45.04,28.73,Normal
45.08,28.75,Normal
45.04,28.74,Normal
45.04,28.75,Normal
45.04,28.74,Normal
45.04,28.75,Normal
45.04,28.74,Normal
44.98,28.74,Normal
44.98,28.74,Normal
44.98,28.74,Normal
45.01,28.73,Normal
45.01,28.73,Normal
45.01,28.75,Normal
45.01,28.75,Normal
45.01,28.75,Normal
45.01,28.75,Normal
45.01,28.75,Normal
44.98,28.75,Normal
44.98,28.75,Normal
44.98,28.75,Normal
44.98,28.75,Normal
44.98,28.76,Normal
44.98,28.75,Normal
44.98,28.75,Normal
44.98,28.75,Normal
44.98,28.76,Normal
44.98,28.74,Normal
44.98,28.75,Normal
44.98,28.75,Normal
44.98,28.76,Normal
44.98,28.75,Normal
44.98,28.74,Normal
44.98,28.75,Normal
44.98,28.76,Normal
44.98,28.75,Normal
44.98,28.76,Normal
44.98,28.75,Normal
44.98,28.76,Normal
44.98,28.76,Normal
44.98,28.76,Normal
44.95,28.76,Normal
44.98,28.77,Normal
44.98,28.75,Normal
44.98,28.76,Normal
44.98,28.76,Normal
44.98,28.77,Normal
44.98,28.77,Normal
44.95,28.77,Normal
44.95,28.76,Normal
44.95,28.76,Normal
44.91,28.76,Normal
44.95,28.76,Normal
44.95,28.76,Normal
44.98,28.77,Normal
44.98,28.76,Normal
44.98,28.77,Normal
44.98,28.77,Normal
44.98,28.77,Normal
44.95,28.76,Normal
44.95,28.75,Normal
44.91,28.77,Normal
44.91,28.76,Normal
44.95,28.77,Normal
44.91,28.77,Normal
44.91,28.77,Normal
44.91,28.77,Normal
44.91,28.77,Normal
44.91,28.77,Normal
44.95,28.77,Normal
44.12,28.75,Normal
44.08,28.74,Normal
43.98,28.75,Normal
43.95,28.74,Normal
43.95,28.75,Normal
43.98,28.75,Normal
43.98,28.76,Normal
43.92,28.75,Normal
43.85,28.73,Normal
43.85,28.73,Normal
43.92,28.74,Normal
43.85,28.74,Normal
43.82,28.74,Normal
43.82,28.73,Normal
43.85,28.74,Normal
43.85,28.73,Normal
43.85,28.73,Normal
43.82,28.73,Normal
43.79,28.72,Normal
43.79,28.72,Normal
43.82,28.73,Normal
43.85,28.73,Normal
43.85,28.73,Normal
43.82,28.72,Normal
43.79,28.73,Normal
43.79,28.72,Normal
43.72,28.74,Normal
43.75,28.74,Normal
43.75,28.73,Normal
43.72,28.74,Normal
43.65,28.74,Normal
43.65,28.75,Normal
43.62,28.74,Normal
43.65,28.73,Normal
43.65,28.74,Normal
43.62,28.74,Normal
43.65,28.74,Normal
43.65,28.74,Normal
43.65,28.74,Normal
43.65,28.74,Normal
43.65,28.76,Normal
43.65,28.76,Normal
43.59,28.75,Normal
43.55,28.75,Normal
43.55,28.75,Normal
43.55,28.74,Normal
43.52,28.75,Normal
43.49,28.74,Normal
43.45,28.74,Normal
43.45,28.75,Normal
43.45,28.75,Normal
43.45,28.75,Normal
43.45,28.75,Normal
43.45,28.74,Normal
43.42,28.75,Normal
43.45,28.74,Normal
43.45,28.74,Normal
43.45,28.75,Normal
43.39,28.74,Normal
43.39,28.75,Normal
43.42,28.76,Normal
43.35,28.76,Normal
43.39,28.75,Normal
43.32,28.74,Normal
43.29,28.75,Normal
43.29,28.75,Normal
43.32,28.74,Normal
43.29,28.75,Normal
43.25,28.75,Normal
43.22,28.75,Normal
43.22,28.75,Normal
43.19,28.73,Normal
43.22,28.73,Normal
43.25,28.72,Normal
43.22,28.72,Normal
43.25,28.74,Normal
43.25,28.73,Normal
43.35,28.74,Normal
43.32,28.74,Normal
43.25,28.74,Normal
43.22,28.73,Normal
43.19,28.74,Normal
43.12,28.74,Normal
43.12,28.75,Normal
43.12,28.73,Normal
43.12,28.75,Normal
43.12,28.75,Normal
43.12,28.74,Normal
43.09,28.75,Normal
43.05,28.75,Normal
43.05,28.74,Normal
43.09,28.74,Normal
43.12,28.74,Normal
43.12,28.75,Normal
43.09,28.75,Normal
43.09,28.75,Normal
43.05,28.75,Normal
43.05,28.73,Normal
43.02,28.73,Normal
43.05,28.74,Normal
43.09,28.76,Normal
43.12,28.75,Normal
43.05,28.75,Normal
43.05,28.73,Normal
42.99,28.74,Normal
42.85,28.7,Normal
42.69,28.67,Normal
42.72,28.66,Normal
42.72,28.64,Normal
43.12,28.64,Normal
43.69,28.65,Normal
44.38,28.64,Normal
43.98,28.63,Normal
43.95,28.58,Normal
43.79,28.55,Normal
44.32,28.54,Normal
44.65,28.52,Normal
44.78,28.52,Normal
44.91,28.52,Normal
44.98,28.55,Normal
44.98,28.57,Normal
45.01,28.57,Normal
44.88,28.58,Normal
44.71,28.6,Normal
44.65,28.61,Normal
44.61,28.62,Normal
44.58,28.61,Normal
44.48,28.59,Normal
44.55,28.58,Normal
44.61,28.58,Normal
44.68,28.6,Normal
44.78,28.6,Normal
44.81,28.6,Normal
44.85,28.62,Normal
44.91,28.63,Normal
44.95,28.64,Normal
44.91,28.65,Normal
44.71,28.65,Normal
44.71,28.66,Normal
44.68,28.67,Normal
44.65,28.67,Normal
44.65,28.67,Normal
44.71,28.67,Normal
44.78,28.68,Normal
44.85,28.69,Normal
44.88,28.69,Normal
44.91,28.7,Normal
44.98,28.71,Normal
44.98,28.71,Normal
44.95,28.7,Normal
