Index,ts,id.orig_p,id.resp_p,duration,orig_bytes,resp_bytes,local_orig,local_resp,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
156,1526756907.477326,38852,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
157,1526756911.481076,38853,59353,2.996283,0,0,0,0,0,3,180,0,0,Anomaly
158,1526756918.487314,38853,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
159,1526756922.492085,38854,59353,2.995253,0,0,0,0,0,3,180,0,0,Anomaly
160,1526756929.497404,38854,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
161,1526756875.960545,123,123,0.016074,48,48,0,0,0,1,76,1,76,Normal
162,1526756934,38855,59353,2.994168,0,0,0,0,0,3,180,0,0,Anomaly
163,1526756879.960641,123,123,0.010422,48,48,0,0,0,1,76,1,76,Normal
164,1526756882,123,123,0.013622,48,48,0,0,0,1,76,1,76,Normal
165,1526756940.507417,38855,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
166,1526756944.514136,38856,59353,2.993315,0,0,0,0,0,3,180,0,0,Anomaly
167,1526756951.517413,38856,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
168,1526756955.525171,38857,59353,2.992213,0,0,0,0,0,3,180,0,0,Anomaly
169,1526756962.527398,38857,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
170,1526756966.536214,38858,59353,2.991267,0,0,0,0,0,3,180,0,0,Anomaly
171,1526756915.960675,123,123,0.014326,48,48,0,0,0,1,76,1,76,Normal
172,1526756974,38858,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
173,1526756978,38859,59353,2.990349,0,0,0,0,0,3,180,0,0,Anomaly
174,1526756984.547463,38859,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
175,1526756988.558152,38860,59353,2.999281,0,0,0,0,0,3,180,0,0,Anomaly
176,1526756995.567479,38860,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
177,1526757000,38861,59353,2.998251,0,0,0,0,0,3,180,0,0,Anomaly
178,1526756944.960675,123,123,0.013431,48,48,0,0,0,1,76,1,76,Normal
179,1526756945.960655,123,123,0.010579,48,48,0,0,0,1,76,1,76,Normal
180,1526756951,123,123,0.014242,48,48,0,0,0,1,76,1,76,Normal
181,1526757006.577555,38861,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
182,1526757010.580312,38862,59353,2.997183,0,0,0,0,0,3,180,0,0,Anomaly
183,1526757017.587575,38862,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
184,1526757021.591458,38863,59353,2.995967,0,0,0,0,0,3,180,0,0,Anomaly
185,1526757028.597512,38863,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
186,1526757032.602326,38864,59353,2.99524,0,0,0,0,0,3,180,0,0,Anomaly
187,1526756981.960793,123,123,0.012789,48,48,0,0,0,1,76,1,76,Normal
188,1526757039.607571,38864,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
189,1526757043.613449,38865,59353,2.994193,0,0,0,0,0,3,180,0,0,Anomaly
190,1526757050.617554,38865,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
191,1526757054.624434,38866,59353,2.993036,0,0,0,0,0,3,180,0,0,Anomaly
192,1526757061.627538,38866,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
193,1526757065.635366,38867,59353,2.992217,0,0,0,0,0,3,180,0,0,Anomaly
194,1526757012.960837,123,123,0.013349,48,48,0,0,0,1,76,1,76,Normal
195,1526757013.960862,123,123,0.010057,48,48,0,0,0,1,76,1,76,Normal
196,1526757072.637605,38867,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
197,1526757018,123,123,0.013555,48,48,0,0,0,1,76,1,76,Normal
198,1526757076.638243,38868,59353,2.999388,0,0,0,0,0,3,180,0,0,Anomaly
199,1526757083.647607,38868,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
200,1526757087.649353,38869,59353,2.998189,0,0,0,0,0,3,180,0,0,Anomaly
201,1526757094.657528,38869,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
202,1526757099,38870,59353,2.99737,0,0,0,0,0,3,180,0,0,Anomaly
203,1526757048.960924,123,123,0.01483,48,48,0,0,0,1,76,1,76,Normal
204,1526757105.667503,38870,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
205,1526757109.671118,38871,59353,2.996402,0,0,0,0,0,3,180,0,0,Anomaly
206,1526757116.677412,38871,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
207,1526757120.682086,38872,59353,2.995285,0,0,0,0,0,3,180,0,0,Anomaly
208,1526757127.687424,38872,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
209,1526757131.693196,38873,59353,2.994154,0,0,0,0,0,3,180,0,0,Anomaly
210,1526757078.960924,123,123,0.01371,48,48,0,0,0,1,76,1,76,Normal
211,1526757079.960939,123,123,0.009727,48,48,0,0,0,1,76,1,76,Normal
212,1526757138.697354,38873,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
213,1526757086,123,123,0.025559,48,48,0,0,0,1,76,1,76,Normal
214,1526757143,38874,59353,2.993312,0,0,0,0,0,3,180,0,0,Anomaly
215,1526757149.707394,38874,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
216,1526757153.714993,38875,59353,2.992401,0,0,0,0,0,3,180,0,0,Anomaly
217,1526757160.717391,38875,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
218,1526757164.726023,38876,59353,2.991288,0,0,0,0,0,3,180,0,0,Anomaly
219,1526757171.727297,38876,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
220,1526757117.960802,123,123,0.013574,48,48,0,0,0,1,76,1,76,Normal
221,1526757175.736897,38877,59353,2.990403,0,0,0,0,0,3,180,0,0,Anomaly
222,1526757182.737331,38877,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
223,1526757186.747797,38878,59353,2.999497,0,0,0,0,0,3,180,0,0,Anomaly
224,1526757193.757271,38878,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
225,1526757197.758832,38879,59353,2.998381,0,0,0,0,0,3,180,0,0,Anomaly
226,1526757145.960732,123,123,0.013102,48,48,0,0,0,1,76,1,76,Normal
227,1526757148.960789,123,123,0.010131,48,48,0,0,0,1,76,1,76,Normal
228,1526757204.767272,38879,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
229,1526757151.960738,123,123,0.018477,48,48,0,0,0,1,76,1,76,Normal
230,1526757208.769777,38880,59353,2.997323,0,0,0,0,0,3,180,0,0,Anomaly
231,1526757215.777086,38880,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
232,1526757219.780517,38881,59353,2.996426,0,0,0,0,0,3,180,0,0,Anomaly
233,1526757226.786814,38881,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
234,1526757230.791129,38882,59353,2.995536,0,0,0,0,0,3,180,0,0,Anomaly
235,1526757237.796572,38882,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
236,1526757185,123,123,0.013819,48,48,0,0,0,1,76,1,76,Normal
237,1526757241.801844,38883,59353,2.994515,0,0,0,0,0,3,180,0,0,Anomaly
238,1526757248.806198,38883,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
239,1526757252.812636,38884,59353,2.993475,0,0,0,0,0,3,180,0,0,Anomaly
240,1526757259.816037,38884,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
241,1526757263.823367,38885,59353,2.992525,0,0,0,0,0,3,180,0,0,Anomaly
242,1526757211.960499,123,123,0.012186,48,48,0,0,0,1,76,1,76,Normal
243,1526757270.825856,38885,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
244,1526757215.960405,123,123,0.009523,48,48,0,0,0,1,76,1,76,Normal
245,1526757274.834181,38886,59353,2.991493,0,0,0,0,0,3,180,0,0,Anomaly
246,1526757220.960253,123,123,0.012972,48,48,0,0,0,1,76,1,76,Normal
247,1526757281.835587,38886,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
248,1526757285.844918,38887,59353,2.990424,0,0,0,0,0,3,180,0,0,Anomaly
249,1526757292.845243,38887,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
250,1526757296.855594,38888,59353,2.999577,0,0,0,0,0,3,180,0,0,Anomaly
251,1526757302.035559,53834,22,2.999456,0,0,0,0,0,3,180,0,0,Anomaly
252,1526757303.016509,39963,22,2.998542,0,0,0,0,0,3,180,0,0,Anomaly
253,1526757304,38888,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
254,1526757304.017838,37612,22,2.99717,0,0,0,0,0,3,180,0,0,Anomaly
255,1526757305.019092,51314,22,2.995922,0,0,0,0,0,3,180,0,0,Anomaly
256,1526757306.020391,54526,22,2.994566,0,0,0,0,0,3,180,0,0,Anomaly
257,1526757307,39849,22,2.993233,0,0,0,0,0,3,180,0,0,Anomaly
258,1526757307.866276,38895,59353,2.998651,0,0,0,0,0,3,180,0,0,Anomaly
259,1526757252.959498,123,123,0.015973,48,48,0,0,0,1,76,1,76,Normal
260,1526757308.022902,54831,22,2.991991,0,0,0,0,0,3,180,0,0,Anomaly
261,1526757309.024145,47198,22,2.990793,0,0,0,0,0,3,180,0,0,Anomaly
262,1526757309.044913,53834,22,0,0,0,0,0,0,1,60,0,0,Anomaly
263,1526757310.025035,39963,22,0,0,0,0,0,0,1,60,0,0,Anomaly
264,1526757310.025831,57663,22,2.999209,0,0,0,0,0,3,180,0,0,Anomaly
265,1526757311,37612,22,0,0,0,0,0,0,1,60,0,0,Anomaly
266,1526757311.027426,37212,22,2.997539,0,0,0,0,0,3,180,0,0,Anomaly
267,1526757312,51314,22,0,0,0,0,0,0,1,60,0,0,Anomaly
268,1526757312.028391,54567,22,2.996492,0,0,0,0,0,3,180,0,0,Anomaly
269,1526757313.025273,54526,22,0,0,0,0,0,0,1,60,0,0,Anomaly
270,1526757313.030956,33358,22,2.993889,0,0,0,0,0,3,180,0,0,Anomaly
271,1526757314.025051,39849,22,0,0,0,0,0,0,1,60,0,0,Anomaly
272,1526757314.874906,38895,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
273,1526757315.033322,32861,22,2.991487,0,0,0,0,0,3,180,0,0,Anomaly
274,1526757314.032065,51887,22,1.414878,0,0,0,0,0,2,120,1,40,Normal
275,1526757316.024936,47198,22,0,0,0,0,0,0,1,60,0,0,Anomaly
276,1526757316.034435,52169,22,2.990365,0,0,0,0,0,3,180,0,0,Anomaly
277,1526757317.034947,57663,22,0,0,0,0,0,0,1,60,0,0,Anomaly
278,1526757317,46075,22,2.998493,0,0,0,0,0,3,180,0,0,Anomaly
279,1526757318.034986,37212,22,0,0,0,0,0,0,1,60,0,0,Anomaly
280,1526757318.036776,49270,22,2.998089,0,0,0,0,0,3,180,0,0,Anomaly
281,1526757318.877172,38907,59353,2.997541,0,0,0,0,0,3,180,0,0,Anomaly
282,1526757319,54567,22,0,0,0,0,0,0,1,60,0,0,Anomaly
283,1526757319.039119,32837,22,0.297634,0,0,0,0,0,1,60,1,40,Normal
284,1526757320.034967,33358,22,0,0,0,0,0,0,1,60,0,0,Anomaly
285,1526757320.040249,41565,22,2.994514,0,0,0,0,0,3,180,0,0,Anomaly
286,1526757321.041469,39210,22,2.993234,0,0,0,0,0,3,180,0,0,Anomaly
287,1526757322.034669,32861,22,0,0,0,0,0,0,1,60,0,0,Anomaly
288,1526757322.043738,58370,22,0.365597,0,0,0,0,0,1,60,1,40,Normal
289,1526757323.034868,52169,22,0,0,0,0,0,0,1,60,0,0,Anomaly
290,1526757323.045161,34623,22,2.999548,0,0,0,0,0,3,180,0,0,Anomaly
291,1526757324.044739,46075,22,0,0,0,0,0,0,1,60,0,0,Anomaly
292,1526757324.045861,50346,22,2.998959,0,0,0,0,0,3,180,0,0,Anomaly
293,1526757325.044877,49270,22,0,0,0,0,0,0,1,60,0,0,Anomaly
294,1526757325.048224,46391,22,2.996461,0,0,0,0,0,3,180,0,0,Anomaly
295,1526757325.884567,38907,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
296,1526757326.049345,47124,22,2.995267,0,0,0,0,0,3,180,0,0,Anomaly
297,1526757327.044736,41565,22,0,0,0,0,0,0,1,60,0,0,Anomaly
298,1526757327,52791,22,2.993858,0,0,0,0,0,3,180,0,0,Anomaly
299,1526757328.044949,39210,22,0,0,0,0,0,0,1,60,0,0,Anomaly
300,1526757328.051846,43709,22,2.99272,0,0,0,0,0,3,180,0,0,Anomaly
301,1526757329.051983,60120,22,2.99261,0,0,0,0,0,3,180,0,0,Anomaly
302,1526757329.885132,38919,59353,2.999299,0,0,0,0,0,3,180,0,0,Anomaly
303,1526757330,41158,22,2.9903,0,0,0,0,0,3,180,0,0,Anomaly
304,1526757330.054558,34623,22,0,0,0,0,0,0,1,60,0,0,Anomaly
305,1526757331.054651,50346,22,0,0,0,0,0,0,1,60,0,0,Anomaly
306,1526757331.056133,44697,22,0.367581,0,0,0,0,0,1,60,1,40,Normal
307,1526757332.054708,46391,22,0,0,0,0,0,0,1,60,0,0,Anomaly
308,1526757332,36343,22,2.998157,0,0,0,0,0,3,180,0,0,Anomaly
309,1526757333.054715,47124,22,0,0,0,0,0,0,1,60,0,0,Anomaly
310,1526757333.058625,48363,22,2.995786,0,0,0,0,0,3,180,0,0,Anomaly
311,1526757278.958958,123,123,0.012504,48,48,0,0,0,1,76,1,76,Normal
312,1526757334.054649,52791,22,0,0,0,0,0,0,1,60,0,0,Anomaly
313,1526757334.059968,58106,22,0,0,0,0,0,0,1,60,0,0,Anomaly
314,1526757335.054565,43709,22,0,0,0,0,0,0,1,60,0,0,Anomaly
315,1526757335.061064,35189,22,2.993434,0,0,0,0,0,3,180,0,0,Anomaly
316,1526757336.054776,60120,22,0,0,0,0,0,0,1,60,0,0,Anomaly
317,1526757336.063287,40327,22,2.991124,0,0,0,0,0,3,180,0,0,Anomaly
318,1526757336.894446,38919,59353,0,0,0,0,0,0,1,60,0,0,Anomaly
319,1526757337.054426,41158,22,0,0,0,0,0,0,1,60,0,0,Anomaly
320,1526757337.064864,47747,22,0.29484,0,0,0,0,0,1,60,1,40,Normal
321,1526757282.958875,123,123,0.009759,48,48,0,0,0,1,76,1,76,Normal
322,1526757338.066148,42256,22,2.998274,0,0,0,0,0,3,180,0,0,Anomaly
323,1526757339.064467,36343,22,0,0,0,0,0,0,1,60,0,0,Anomaly
324,1526757339.067826,50522,22,2.996612,0,0,0,0,0,3,180,0,0,Anomaly
